query	taxid	go
NODE_376_length_246_cov_0.901734_g371_i0	8839	GO:0071963;GO:0007111;GO:0031625;GO:0035148;GO:0072144;GO:0050998;GO:0032091;GO:0004672;GO:0050807;GO:0021762;GO:0098529;GO:0030036;GO:0007507;GO:0042802;GO:0003824;GO:0048364;GO:0048545;GO:0043531;GO:0060303;GO:0009306;GO:0030240;GO:0001300;GO:1903475;GO:0045815;GO:0005524;GO:0032507;GO:0071689;GO:0048767;GO:0055008;GO:0045893;GO:0048870;GO:0043044;GO:0006935;GO:0098974;GO:0000902;GO:0001895;GO:0051591;GO:0035050;GO:0006913;GO:0051301;GO:0007291;GO:0002119;GO:0000916;GO:0000079;GO:0016310;GO:0006338;GO:0030049;GO:0043486;GO:0003272;GO:1903076;GO:0019901;GO:0003203;GO:0042493;GO:0016301;GO:0010628;GO:0007010;GO:0000980;GO:0016740;GO:0030957;GO:0009416;GO:0016192;GO:0098973;GO:0004402;GO:0051276;GO:0048741;GO:0061024;GO:0030536;GO:0005522;GO:0038096;GO:0017022;GO:0030048;GO:0070252;GO:0071346;GO:0032259;GO:0006909;GO:0009611;GO:0000978;GO:0003908;GO:0034599;GO:0055003;GO:0009733;GO:0031032;GO:0010226;GO:0030866;GO:0072749;GO:0022898;GO:0000166;GO:0018108;GO:0071417;GO:0051623;GO:0004715;GO:0045214;GO:0016573;GO:0014866;GO:0040011;GO:0070527;GO:0009615;GO:0031492;GO:0010053;GO:0008217;GO:0034329;GO:1904000;GO:0045471;GO:0004713;GO:0005515;GO:0060048;GO:0016579;GO:0042331;GO:0016887;GO:0009991;GO:0009612;GO:0006936;GO:0048013;GO:0006468;GO:0043066;GO:0030033;GO:0008015;GO:0030010;GO:0014829;GO:0060047;GO:0017056;GO:0036302;GO:0033275;GO:0009792;GO:0006972;GO:0000281;GO:0006897;GO:0000011;GO:0030476;GO:0048488;GO:0006281;GO:0009845;GO:0019894;GO:0005200;GO:0051621;GO:0043503;GO:0090131
NODE_377_length_246_cov_0.890173_g372_i0	10181	GO:0019706;GO:0001942;GO:0018230;GO:0016740;GO:0018345;GO:0016409;GO:0006612;GO:0016746;GO:0048733;GO:0050999
NODE_379_length_245_cov_1.784884_g374_i0	9606	GO:0046976;GO:0045893;GO:0045892;GO:0016740;GO:0032259;GO:0018024;GO:0051568;GO:0042800;GO:0006325;GO:0016571;GO:2001255;GO:0008168;GO:0005515;GO:0070734;GO:0034968;GO:0046872;GO:0003713
NODE_380_length_245_cov_1.755814_g375_i0	59463	GO:0015909;GO:0019915
NODE_381_length_245_cov_1.325581_g376_i0	9595	GO:0004896;GO:0007160;GO:0007155;GO:0005518;GO:0033138;GO:0050900;GO:2000392;GO:0050731;GO:0043154;GO:0004888;GO:0043518;GO:0005540;GO:0051216;GO:1900625;GO:0060333;GO:0070487;GO:0022617;GO:0030198;GO:1902166;GO:0098609;GO:0044319;GO:0006954;GO:0005515;GO:0034116;GO:0043066;GO:0019221;GO:0030214;GO:0043312;GO:0044344;GO:0070374
NODE_382_length_245_cov_1.215116_g377_i0	7091	GO:0007111;GO:0031625;GO:0035148;GO:0072144;GO:0050998;GO:0032091;GO:0021762;GO:0030036;GO:0042802;GO:0048545;GO:0043531;GO:0009306;GO:0008150;GO:0001300;GO:0030240;GO:0045815;GO:0005524;GO:0032507;GO:0071689;GO:0055008;GO:0045893;GO:0048870;GO:0043044;GO:0098974;GO:0001895;GO:0035050;GO:0007291;GO:0000916;GO:0000079;GO:0006338;GO:0030049;GO:0043486;GO:0003272;GO:1903076;GO:0019901;GO:0002576;GO:0003203;GO:0042493;GO:0010628;GO:0007010;GO:0000980;GO:0030957;GO:0098973;GO:0004402;GO:0048741;GO:0061024;GO:0005522;GO:0038096;GO:0017022;GO:0030048;GO:0070252;GO:0071346;GO:0000978;GO:0034599;GO:0055003;GO:0031032;GO:0010226;GO:0030866;GO:0003674;GO:0072749;GO:0022898;GO:0000166;GO:0071417;GO:0051623;GO:0045214;GO:0016573;GO:0014866;GO:0040011;GO:0070527;GO:0009615;GO:0031492;GO:0008217;GO:0034329;GO:0045471;GO:0005515;GO:0060048;GO:0016579;GO:0016887;GO:0009991;GO:0009612;GO:0006936;GO:0048013;GO:0043066;GO:0008015;GO:0030010;GO:0014829;GO:0060047;GO:0036302;GO:0033275;GO:0009792;GO:0000281;GO:0006897;GO:0000011;GO:0030476;GO:0048488;GO:0006281;GO:0019894;GO:0005200;GO:0051621;GO:0043503;GO:0090131
NODE_383_length_245_cov_0.906977_g378_i0	1182704	GO:0005524;GO:0016740;GO:0000166;GO:0016787
NODE_384_length_245_cov_0.901163_g379_i0	1305764	GO:0004129;GO:0022900;GO:0005507;GO:0055114;GO:0016491;GO:0020037;GO:1902600;GO:0009060;GO:0046872
NODE_385_length_245_cov_0.895349_g380_i0	10090	GO:0008150;GO:0003674
NODE_387_length_244_cov_1.350877_g382_i0	9606	GO:0007155;GO:0005540
NODE_389_length_244_cov_0.912281_g384_i0	500640	GO:0004033;GO:0055114;GO:0016491;GO:0034198
NODE_390_length_244_cov_0.912281_g385_i0	717931	GO:0006355
NODE_391_length_244_cov_0.906433_g386_i0	9595	GO:0004672;GO:0042802;GO:0005524;GO:0010506;GO:0005516;GO:0043280;GO:0017075;GO:0010508;GO:0004674;GO:0016310;GO:0097190;GO:0008625;GO:0017148;GO:0004683;GO:0016301;GO:0016740;GO:2000310;GO:0071346;GO:0007165;GO:0046777;GO:0006915;GO:0000166;GO:0005515;GO:0006468;GO:0043066;GO:0005525;GO:0071447;GO:0035556;GO:0006417;GO:0042981
NODE_392_length_244_cov_0.900585_g387_i0	9606	GO:0016192;GO:0005515;GO:0006890;GO:0006888
NODE_393_length_244_cov_0.894737_g388_i0	9913	GO:0004672;GO:0005524;GO:0004674;GO:0016310;GO:0004888;GO:0004714;GO:0016301;GO:0016740;GO:0005005;GO:0009968;GO:0007165;GO:0000166;GO:0018108;GO:0030154;GO:0048013;GO:0006468;GO:0043066;GO:0035556;GO:0046872;GO:0070374
NODE_394_length_243_cov_2.688235_g389_i0	9606	GO:0008285;GO:0042802;GO:0009617;GO:0003723;GO:0002376;GO:0035458;GO:0003674;GO:0051607;GO:0009615;GO:0060337;GO:0005515;GO:0045087;GO:0035457;GO:0043066
NODE_396_length_243_cov_1.788235_g391_i0	83333	GO:0003824;GO:0016740;GO:0006974;GO:0032259;GO:0003908;GO:0006307;GO:0008168;GO:0006281
NODE_397_length_243_cov_1.370588_g392_i0	8469	GO:0001649;GO:0043009;GO:0003735;GO:0006364;GO:0003677;GO:0000056;GO:0006614;GO:0003723;GO:0000028;GO:0000184;GO:0006413;GO:0006412;GO:0097421;GO:0005515;GO:0042274
NODE_398_length_243_cov_1.317647_g393_i0	9606	GO:0070972;GO:0036496;GO:1903898;GO:1902310;GO:0032516;GO:1903917;GO:0032515;GO:0034976;GO:0019901;GO:0035308;GO:0008157;GO:0006974;GO:0032058;GO:0019888;GO:0006915;GO:0072542;GO:0005515;GO:0070059;GO:0007050;GO:0006417
NODE_399_length_243_cov_0.911765_g394_i0	10116	GO:0010950;GO:0043130;GO:0043248;GO:0070628;GO:0006368;GO:0006511;GO:0061133;GO:0002020
NODE_401_length_242_cov_2.183432_g396_i0	9597	GO:0002504;GO:0019886;GO:2001190;GO:0002376;GO:0006955;GO:0002503;GO:0042102;GO:0005515;GO:0023026;GO:0002399;GO:0019882
NODE_402_length_242_cov_1.822485_g397_i0	9606	GO:0050713;GO:0032091;GO:0089720;GO:0010466;GO:0042802;GO:0071494;GO:0004197;GO:0051092;GO:0043154;GO:0010804;GO:0071456;GO:0097340;GO:0071222;GO:0050700;GO:0005515;GO:0004869;GO:0030414;GO:0006508;GO:0031665;GO:0019900;GO:0043123;GO:0042981
NODE_404_length_242_cov_0.923077_g399_i0	9913	GO:0071157;GO:0005524;GO:0032435;GO:0046983;GO:0019901;GO:1901799;GO:1903827;GO:0030511;GO:1901389;GO:0006457;GO:0000166;GO:0051082;GO:0005515
NODE_406_length_240_cov_2.323353_g401_i0	483908	GO:0016787
NODE_407_length_240_cov_2.227545_g402_i0	9483	GO:0003735;GO:0002181;GO:0003677;GO:0000049;GO:0045296;GO:0006614;GO:0003723;GO:0003729;GO:0000184;GO:0000027;GO:0006413;GO:0006412;GO:0006355;GO:1990932
NODE_408_length_240_cov_2.173653_g403_i0	4113	GO:0003735;GO:0006412
NODE_409_length_238_cov_3.769697_g404_i0	1313292	GO:0008152;GO:0016798;GO:0004565;GO:0016787
NODE_410_length_237_cov_2.371951_g405_i0	9606	GO:0042802;GO:0003924;GO:0061025;GO:0034340;GO:0008017;GO:0003374;GO:0002376;GO:0045071;GO:0007165;GO:0006915;GO:0000166;GO:0051607;GO:0006952;GO:0009615;GO:0060337;GO:0005515;GO:0045087;GO:0005525;GO:0000266
NODE_412_length_234_cov_2.254658_g407_i0	9606	GO:0098869;GO:0004601
NODE_414_length_230_cov_2.305732_g409_i0	9606	GO:0008380;GO:0003723;GO:0048024;GO:0006397;GO:0005515;GO:0000398
NODE_415_length_226_cov_4.228758_g410_i0	9606	GO:0008150;GO:0003674;GO:0005515
NODE_418_length_222_cov_4.053691_g413_i0	9598	GO:0003677;GO:0000981;GO:0016032;GO:0006357;GO:0046872
NODE_419_length_216_cov_5.076923_g414_i0	9595	GO:0001649;GO:0030335;GO:0010469;GO:0008285;GO:0007155;GO:2000134;GO:0042056;GO:0030282;GO:0007267;GO:0045765;GO:1901215;GO:0032720;GO:0031954;GO:0042130;GO:0005178;GO:0034103;GO:0008201;GO:0001818;GO:0007165;GO:0045545;GO:0050868;GO:0048018;GO:0005515;GO:0050918;GO:0001934;GO:0070374
NODE_420_length_211_cov_5.517606_g415_i0	1150469	GO:0016740
NODE_421_length_209_cov_4.191176_g416_i0	214687	GO:0003824;GO:0005975;GO:0016857
NODE_422_length_203_cov_5.315385_g417_i0	559292	GO:0008150;GO:0003674
NODE_423_length_195_cov_16.429104_g418_i0	9606	GO:0008285;GO:0042802;GO:0008199;GO:0005506;GO:0008198;GO:0006955;GO:0048147;GO:0055114;GO:0060547;GO:0097286;GO:0016491;GO:0006880;GO:0006879;GO:0006826;GO:0005515;GO:0043312;GO:0019900;GO:0046872;GO:0004322
NODE_424_length_150_cov_23.775785_g419_i0	13616	GO:0042802;GO:0008199;GO:0005506;GO:0008198;GO:0055114;GO:0006880;GO:0006879;GO:0006826;GO:0046872;GO:0004322
NODE_425_length_124_cov_2.116751_g420_i0	981085	GO:0030001;GO:0046873
NODE_113_length_416_cov_4.655977_g108_i0	-	-
NODE_122_length_400_cov_2.116208_g117_i0	-	-
NODE_133_length_391_cov_11.500000_g128_i0	-	-
NODE_149_length_369_cov_1613.662162_g144_i0	-	-
NODE_152_length_365_cov_3.332192_g147_i0	-	-
NODE_158_length_355_cov_1.102837_g153_i0	-	-
NODE_189_length_336_cov_2.129278_g184_i0	-	-
NODE_200_length_328_cov_1.827451_g195_i0	-	-
NODE_208_length_320_cov_1.263158_g203_i0	-	-
NODE_20_length_962_cov_104.061867_g17_i0	-	-
NODE_223_length_313_cov_1.300000_g218_i0	-	-
NODE_232_length_304_cov_1.532468_g227_i0	-	-
NODE_235_length_300_cov_2.660793_g230_i0	-	-
NODE_236_length_300_cov_2.634361_g231_i0	-	-
NODE_237_length_300_cov_1.118943_g232_i0	-	-
NODE_238_length_299_cov_3.327434_g233_i0	-	-
NODE_255_length_290_cov_1.405530_g250_i0	-	-
NODE_265_length_284_cov_4.000000_g260_i0	-	-
NODE_266_length_284_cov_2.146919_g261_i0	-	-
NODE_267_length_284_cov_1.473934_g262_i0	-	-
NODE_277_length_279_cov_1.504854_g272_i0	-	-
NODE_280_length_278_cov_1.658537_g275_i0	-	-
NODE_283_length_275_cov_1.806931_g278_i0	-	-
NODE_307_length_263_cov_2.347368_g302_i0	-	-
NODE_310_length_262_cov_1.407407_g305_i0	-	-
NODE_320_length_256_cov_2.426230_g315_i0	-	-
NODE_328_length_253_cov_1.533333_g323_i0	-	-
NODE_337_length_252_cov_1.692737_g332_i0	-	-
NODE_348_length_250_cov_3.271186_g343_i0	-	-
NODE_355_length_250_cov_0.875706_g350_i0	-	-
NODE_358_length_249_cov_5.744318_g353_i0	-	-
NODE_372_length_247_cov_0.879310_g367_i0	-	-
NODE_378_length_245_cov_1.784884_g373_i0	-	-
NODE_386_length_244_cov_1.608187_g381_i0	-	-
NODE_388_length_244_cov_1.339181_g383_i0	-	-
NODE_395_length_243_cov_1.800000_g390_i0	-	-
NODE_400_length_242_cov_3.153846_g395_i0	-	-
NODE_403_length_242_cov_1.798817_g398_i0	-	-
NODE_405_length_241_cov_8.005952_g400_i0	-	-
NODE_411_length_237_cov_2.012195_g406_i0	-	-
NODE_413_length_232_cov_3.761006_g408_i0	-	-
NODE_416_length_225_cov_4.861842_g411_i0	-	-
NODE_417_length_223_cov_2.106667_g412_i0	-	-
NODE_426_length_85_cov_2.936709_g421_i0	-	-
NODE_49_length_614_cov_1606.757856_g45_i0	-	-
NODE_57_length_589_cov_4.868217_g52_i0	-	-
NODE_82_length_504_cov_1.863109_g77_i0	-	-
NODE_85_length_488_cov_13.932530_g80_i0	-	-
